LINKID,M0_19,M0_24,M0_30,M0_40,M0_50,M4_19,M4_24,M4_30,M4_40,M4_50,M5_19,M5_24,M5_30,M5_40,M5_50,M6_19,M6_24,M6_30,M6_40,M6_50,M7_19,M7_24,M7_30,M7_40,M7_50,M8_19,M8_24,M8_30,M8_40,M8_50,M9_19,M9_24,M9_30,M9_40,M9_50
10626_10628,211,231,237,242,224,211,231,237,242,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10628_10311,211,231,237,242,224,211,231,237,242,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10630_10631,211,231,237,242,224,211,231,237,242,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10631_10634,211,231,237,242,224,211,231,237,242,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10634_10636,211,231,237,242,224,211,231,237,242,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10636_10638,211,231,237,242,224,211,231,237,242,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10638_7510,211,231,237,242,224,211,231,237,242,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10639_10340,211,231,237,242,224,211,231,237,242,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10641_10321,473,477,849,853,776,473,477,443,463,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,389,376
10642_10320,29,31,92,98,100,29,31,29,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,68,72
10649_10323,473,477,849,853,776,473,477,443,463,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,389,376
10651_10322,29,31,92,98,100,29,31,29,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,68,72
10654_10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10655_10656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10656_10239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10667_10324,29,31,92,98,100,29,31,29,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,68,72
10678_10195,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10679_10333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10680_10215,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10681_10184,85,118,30,38,42,85,118,30,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10682_10200,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10683_10705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10684_10682,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10685_10173,53,63,1,1,101,21,24,1,1,17,0,0,0,0,0,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10686_10687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10687_11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10698_4038,370,291,115,153,140,370,291,115,153,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703_10706,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703_5851,21,24,1,0,0,21,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10704_10392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10705_10704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10706_10684,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,32,38,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10708_10390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10743_4060,0,0,0,0,535,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10744_3998,572,442,131,181,153,572,442,131,181,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10745_4274,542,348,0,0,0,542,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10746_4961,480,302,0,0,0,480,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10747_11689,0,0,0,0,1251,0,0,0,0,0,0,0,0,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10748_3716,0,0,136,161,161,0,0,0,0,0,0,0,136,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10749_5888,0,0,0,0,410,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10750_3970,125,156,124,163,143,125,156,124,163,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10756_11595,1982,1785,1626,1563,3236,1982,1785,1626,1563,1088,0,0,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10759_5502,159,167,127,111,108,159,167,127,111,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10761_9224,2,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10762_9241,20,24,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10763_6775,994,450,535,569,278,994,450,535,569,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10765_8432,33,34,38,38,33,33,34,38,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10769_10368,31,31,44,48,56,31,31,44,48,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10789_9263,118,284,275,272,277,118,284,275,272,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10790_9263,32,34,35,35,40,32,34,35,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10791_6644,70,73,87,92,93,70,73,87,92,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10798_6799,0,0,0,0,193,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10799_11877,426,669,781,848,914,342,531,535,552,610,0,0,0,0,0,84,138,246,296,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10805_7155,93,101,112,120,105,93,101,112,120,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10815_4111,63,74,86,100,129,63,74,86,100,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10830_7110,69,79,80,87,93,69,79,80,87,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10832_3935,0,621,633,663,724,0,0,0,0,0,0,621,633,663,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10842_3991,13,17,8,9,13,13,17,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10843_5732,38,46,18,21,24,38,46,18,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10844_10845,44,54,23,29,30,44,54,23,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10845_10846,44,54,23,29,30,44,54,23,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10846_10848,44,54,23,29,30,44,54,23,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10847_5216,49,60,27,33,31,49,60,27,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10848_3900,49,60,27,33,31,49,60,27,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10851_6273,50,57,78,97,73,50,57,78,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10852_10851,50,57,78,97,73,50,57,78,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10853_11910,19,24,39,53,57,19,24,39,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10858_6253,48,67,0,0,0,48,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10861_10862,7,6,6,7,7,7,6,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10862_5625,7,6,6,7,7,7,6,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10865_11274,16,16,0,0,239,16,16,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10870_10871,578,650,4148,4791,5603,578,650,138,166,187,0,0,3825,4430,5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,194,350
10870_9948,1505,1678,1461,1696,2518,1505,1678,208,167,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,1529,2364
10872_5861,35,43,63,501,828,35,43,63,51,20,0,0,0,450,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10883_5489,72,96,103,42,46,72,96,103,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10891_10805,115,123,135,144,130,115,123,135,144,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10905_8538,157,157,142,157,148,157,157,142,157,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10918_20136,123,140,156,1266,1456,123,140,156,118,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,1332
10919_10920,466,471,457,282,288,466,471,457,282,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10922_10923,0,2,2,1,2,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10923_3642,0,2,2,1,2,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10935_4377,147,152,166,171,122,147,152,166,171,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10937_4376,150,154,160,159,173,150,154,160,159,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10938_4322,149,153,159,159,174,149,153,159,159,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10946_4369,134,136,139,139,138,134,136,139,139,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10959_9412,71,65,0,270,291,71,65,0,0,0,0,0,0,270,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10961_4586,153,157,156,147,139,153,157,156,147,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10963_4378,150,151,0,0,0,150,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10965_4590,136,135,0,487,524,136,135,0,0,0,0,0,0,487,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10966_7328,174,172,0,533,577,174,172,0,0,0,0,0,0,533,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10967_4593,170,175,97,101,76,170,175,97,101,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10976_4595,0,0,0,689,716,0,0,0,0,0,0,0,0,689,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10977_4673,185,195,449,508,0,185,195,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,508,0
10978_4598,0,0,0,794,825,0,0,0,0,0,0,0,0,794,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10984_5217,568,606,213,1001,1043,568,606,213,0,0,0,0,0,1001,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10985_4721,485,574,1063,1339,1996,485,574,215,176,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,1163,1840
10989_10990,566,672,1378,1601,2395,566,672,192,148,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,1452,2267
10990_9950,566,672,1378,1601,2395,566,672,192,148,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,1452,2267
10991_7864,294,301,0,0,0,294,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10995_9410,140,143,123,130,122,140,143,123,130,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000_4587,125,121,0,401,429,125,121,0,0,0,0,0,0,401,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001_4585,78,72,0,357,383,78,72,0,0,0,0,0,0,357,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11003_4592,116,115,128,129,61,116,115,128,129,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11004_4595,121,128,0,0,1221,121,128,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595
11005_7636,100,108,430,486,0,100,108,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,486,0
11006_4707,94,94,85,95,52,94,94,85,95,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11013_4711,303,327,277,224,928,303,327,277,224,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741
11014_4706,98,100,100,110,62,98,100,100,110,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11015_4704,235,253,214,151,176,235,253,214,151,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11016_7317,233,251,207,152,173,233,251,207,152,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11021_4695,149,163,121,103,109,149,163,121,103,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11024_5355,97,101,94,102,98,97,101,94,102,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11025_11024,97,101,94,102,98,97,101,94,102,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11027_5158,164,173,131,142,132,164,173,131,142,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11028_11027,164,173,131,142,132,164,173,131,142,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11029_11028,164,173,131,142,132,164,173,131,142,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11030_11029,164,173,131,142,132,164,173,131,142,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11031_5170,4,4,4,4,5,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11032_11031,10,10,12,13,15,10,10,12,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11033_11032,10,10,12,13,15,10,10,12,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11034_11035,215,230,108,135,49,215,230,108,135,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11035_11036,215,230,108,135,49,215,230,108,135,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11036_5173,215,230,108,135,49,215,230,108,135,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11037_11038,193,206,7,8,10,193,206,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11038_5233,170,169,13,14,17,170,169,13,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11039_11033,10,10,12,13,15,10,10,12,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11040_11039,10,10,12,13,15,10,10,12,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11041_7940,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11042_11041,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11043_11042,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11044_11043,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11046_11044,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11047_11046,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11048_11047,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11049_11048,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11050_7930,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11051_10045,580,715,1053,1151,1201,0,0,0,0,0,0,0,0,0,0,580,715,1053,1151,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11052_11054,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11053_11052,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11054_11050,158,158,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11055_4755,146,156,0,0,0,146,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11058_4792,146,156,0,0,0,146,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11059_5362,85,94,74,83,73,85,94,74,83,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11067_4917,443,469,0,0,0,443,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11068_5779,282,293,185,185,171,282,293,185,185,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11075_5693,147,150,116,126,116,147,150,116,126,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11076_11077,107,104,65,68,63,107,104,65,68,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11077_11078,107,104,65,68,63,107,104,65,68,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11078_5308,107,104,65,68,63,107,104,65,68,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11092_6278,0,0,0,0,165,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11093_5800,0,0,0,0,193,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11099_5900,130,150,144,156,158,130,150,144,156,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101_5435,54,62,152,182,45,54,62,152,182,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11105_4906,178,204,143,150,140,178,204,143,150,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11107_4912,192,217,152,156,146,192,217,152,156,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11108_11107,192,217,152,156,146,192,217,152,156,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11115_5306,0,0,0,0,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11116_5308,0,0,0,0,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11117_5699,141,144,108,117,113,141,144,108,117,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11118_5696,0,0,0,0,147,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119_11136,82,103,108,136,222,82,103,108,136,47,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11120_5571,91,112,133,165,381,91,112,133,165,46,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11121_5012,46,61,0,0,381,46,61,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11122_5014,48,64,0,0,381,48,64,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11123_5576,47,63,0,0,395,47,63,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11124_5017,48,64,0,0,432,48,64,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11125_5436,68,76,147,203,81,68,76,147,203,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11126_11127,80,89,154,212,87,80,89,154,212,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11127_5440,73,82,146,206,81,73,82,146,206,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11128_5030,35,43,63,501,828,35,43,63,51,20,0,0,0,450,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11129_5027,83,92,65,64,32,83,92,65,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11136_5787,82,103,108,136,222,82,103,108,136,47,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11140_11170,367,371,221,285,740,367,371,221,285,66,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11143_5566,80,80,100,108,19,80,80,100,108,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11144_5014,132,130,0,0,581,132,130,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11146_20038,397,420,2023,2375,2811,397,420,0,0,0,0,0,2023,2375,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11150_5109,47,52,66,70,38,47,52,66,70,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11155_5105,0,0,0,0,458,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11165_5378,0,0,0,0,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11168_5701,130,123,77,77,163,130,123,77,77,45,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
